Date,Model,Category,Manufacturer,Model,Year,RAID (hours),Registration number,Serial number,Seller,Location,Description,Price
2020-05-28,Citation cj4,Turboprops,Cessna,Citation cj4,2014,2,,,,,ProLine 21 suite,
2020-05-28,Citation cj4,Turboprops,Cessna,Citation cj4,2010,1,,,,,"The Citation CJ4 is
Equipped with an Integrated, Rockwell Collins Proline 21 Avionics Suite. A
General Summary of this Aircraft's Avionics Suite is as Follows:





EFIS (Electronic Flight Instrument System): Four-Tube Rockwell Collins
10""x12"" Adaptive Displays 

 FMS (Flight Management System): Dual
Rockwell Collins FMS-3000 

 CDU (Control Display Unit): Dual Rockwell
Collins CDU-3000 

 GPS (Global Positioning System): Dual Rockwell Collins
GPS-4000S 

 ADC (Air Data Computer): Dual Rockwell Collins ADC-3000 


NAV (Navigation Radio): Dual Rockwell Collins NAV-4000/4500 

 AHRS
(Altitude Heading Reference System): Dual Rockwell Collins AHC-3000 

 DME
(Distance Measuring Equipment): Dual Rockwell Collins DME-4000 

 VHF COM
(Very High Freq. Communication): Dual Rockwell Collins VHF-4000 

 HF COM
(High Freq. Communications): Single Rockwell Collins HF-9000 w/ Selcal 


WRADAR (Weather Radar): Single Rockwell Collins RTA-4112 

 RADAR ALT
(Radar Altimeter): Single Rockwell Collins ALT-4000 

 XPNDR (Transponder):
Dual Rockwell Collins TDR-94-D Mode S 

 EGPWS (Enhanced Ground Proximity
Warning System): Single Honeywell Mark VIII 

 TCAS (Traffic Collision
Avoidance System): Single Collins TSS-4100 (TCASII w/ Chg 7) 

 CVR
(Cockpit Voice Recorder): Single L3 FA-2100 Solid State CVR 

 ELT
(Emergency Locater Transmitter): Single Artex C406-N",
2020-05-28,Citation cj4,Turboprops,Cessna,Citation cj4,2011,1,,,,,"The Citation CJ4 is Equipped with an Integrated, Collins ProLine
21 Avionics Suite. A General Summary of this Aircraft's Avionics Suite is as
Follows: 




Collins Pro-line 21 Flight Director / Autopilot 
 Four (4) 8x10 LCD
Displays with Charts Primary Flight Displays 
 Dual Collins FMS 3000
Flight Management System 
 Single Collins GPS - 4000S GPS 
 Dual Mode
S Enhanced Transponder 
 Collins RTA-4112 Weather Radar 
 XM Weather
Available by Subscription 
 Collins TSS-4100 TCAS II 




 Dual Collins
COMM/NAV 
Collins HF 9000 with SELCAL 
 Honeywell Mark VIII EGPWS 
 Artex
C406-N (3 Freq) ELT 
 Collins CMF with VHF Datalink 
 AXXESS II
Iridium SATCOM 
 Single ADF 
 CMF with VHF Datalink 
 Dual DME's",
2020-05-28,Citation cj4,Turboprops,Cessna,Citation cj4,2012,1,,,,,"Collins ProLine 21 Integrated Avionics Suite

Dual Collins VHF-4000 
Dual Collins NAV-4500 
Dual Collins DME-4000 
Dual Collins FMS-3000
Single Collins HF-9000
Single Collins ALT-4000
Collins TSS-4100 TCAS-II
Honeywell Mark VIII EGPWS
Collins TDR-94D Mode S Transponder 
Collins RTA-4112 Weather Radar
ADS-B Out
XM Satellite Weather",
2020-05-28,Citation cj3,Turboprops,Cessna,Citation cj3,2010,2,,,,,"Collins Pro Line 21 Integrated Avionics Suite 
 Collins Pro Line 21
CNS Radios: Dual COM, Dual NAV, Dual RTU's 
 FMS-3000 with WAAS enabled
GPS-4000S 
 Dual TDR-94D Mode S diversity transponders 
 Collins
TCAS-4000 (TCAS II) 




 Single DME 
 Three frequency ELT 
 Cockpit
Speaker Mute Switch 
 C406-N ELT 
 XM Satellite Weather 
 RVSM
Capable",
2020-05-28,Citation cj3,Turboprops,Cessna,Citation cj3,2013,642,,,,,"Collins Pro Line 21 3-Tube Integrated Flight Information System with 6.0 Upgrade

 
Collins Pro Line 21 Integrated Avionics System Autopilot 
 (2) Collins
ADC-3000 Air Data Computers 
 (2) Collins AHC-3000 AHRS Altitude Heading
Reference Systems 
 (2) Collins FCG-3000 Flight Guidance Computers 

(2) Collins VHF-4000 Transceivers 
 (2) Collins RTU-4220 Radio Tuning
Units 
 (2) Collins TDR-94D Mode S Diversity Transponders with Enhanced
Surveillance Capability 
 Collins GPS-4000S Global Positioning System
(WAAS) 
 Collins TTR-4000 Traffic Collision Avoidance System with Change 7

 Collins FMS-3000 Flight Management System (WAAS certified) 


Collins DBU-5000 Upgraded Data Loader 
 Collins ALT-4000 Radar Altimeter

 Collins WXR-800 Weather Radar System 
 Collins ADF-462A 

Honeywell Mark VIII Enhanced Ground Proximity Warning System 
 Garmin
GPS-500W Flight Management System (WAAS certified) 
 XM Satellite Weather
Data receiver displayed on MFD (subscription required) 
 L3 Communications
Cockpit Voice Recorder Provisions 
 Jeppesen Electronic Charts are
displayed on MFD (subscription required) 
 ARTEX C406-N Emergency Locator
Transmitter 
 L3 Standby Gyro 
 ADS-B Out Completed by Cessna March
2018 SB525B-34-26",
2020-05-28,Citation cj3,Turboprops,Cessna,Citation cj3,2015,667,,,,,"Garmin G3000 Avionics Suite
Three (3) 14-inch Diagonal LCD Screens
Dual Garmin GTC Touchscreen Control Panels
Dual VHF NAV COMM Radios
Dual WAAS GPS
Integrated 3-Axis Garmin Autopilot
Garmin GTS 8000 Traffic (TCAS II)
Dual AHRS
Class B Terrain Avoidance Warning System (TAWS)
Garmin GWX 70 Weather Radar
Integrated FMS with G3000


DME-4000
Collins ALT-4000 Radio Altimeter
G3000 Integrated Engine Indicating System
G3000 Integrated Crew Alerting System
Dual Mode S Diversity Transponders with ADS-B Out Capability
SurfaceWatch
Artex C406-N Three Frequency ELT
Electronic Charts
RVSM Capable",
2020-05-28,Citation cj3,Turboprops,Cessna,Citation cj3,2009,3,,,,,"Collins Pro Line 21 3-Tube Flight Deck

FMS: Dual Collins FMS-3000 â€“ WAAS Enabled w/ Perf.
GPS: Dual Collins GPS-4000S GPS Receivers
Comm: Dual Collins VHF-4000
NAV: Dual Collins NAV-4500
ADF: Dual Honeywell RNZ-850
DME: Dual Collins DME-4000
Transponders: Dual Collins TDR-94D Mode S Transponders ADS-B Out by Cessna, MCO
WX Radar: Collins TWR-850 Doppler Weather Radar w/ Turb.
AP: Collins APS-3000 Autopilot
TCAS: Collins TCAS-4000 w/ Change 7.0
ELT: ARTEX C406-N with Nav Interface
EGPWS: SUNDSTRAND Mk. V EGPWS (Class A TAWS) w/ RAAS and Windshear
ALT: Collins ALT-4000 Radar Altimeter
DADC: Dual Collins ADC-3000
AHRS: Dual Collins AHC-3000
IFIS: Collins IFIS-5000 w/ FSU-5010 File Server Unit",
2020-05-28,Citation cj3,Turboprops,Cessna,Citation cj3,2009,2,,,,,"Collins Pro Line 21


Communication Radios: Dual Collins VHF-4000
CVR: CVR
DME: Dual Collins DME-4000
EFIS: Collins Pro Line 21 3-tube
Flight Director: Collins Pro Line 21 3-tube 
FMS: Collins FMS-3000 Wide Area Augmentation System (WAAS) with FMS 4.0 Software
FMS: Garmin GPS-500


Hi Frequency: Collins HF-9000 Provisions only
Navigation Radios: Dual Collins VIR-4000
SATPHONE: AirCell ST-3100 Iridium
TAWS: Landmark 8000
TCAS: Collins TCAS 4000 TCAS-II
Transponder: Dual Collins TDR-94D Mode S
Weather Radar: BFGoodrich WXR-8",
2020-05-28,Citation cj3,Turboprops,Cessna,Citation cj3,2007,3,,,,,"Collins Proline 21 3-tube EFIS 



Autopilot: Collins Proline 21 
 Flight Director System: Collins
Proline 21 
 FMS 1st: Collins FMS-3000 
 FMS 2nd: Garmin GPS-500

 Transponder: Dual Collins TDR-94D Mod S Enhanced 
 Radar: Collins
WXR-800 
 NAV: Dual Collins NAV-4000 
 ADF: Dual Collins NAV-4000

 DME: Collins DME-4000 




 Radio Altimeter: Collins ALT-4000 

EGPWS: Honeywell MK VII w/ Steep Approach 
 TCAS II: Collins TTR-4000

 RVSM: Yes 
 Satellite Phone System: Iridium 
 CVR: L-3 FA 2100

 FDR: L3 DRDR 
 ELT: Artex C406-N",3395000.0
2020-05-28,Citation cj3,Turboprops,Cessna,Citation cj3,2008,1,,,,,"Collins Proline 21 

Electronic Flight Instrument System 3 Tube w/8â€ X10â€ Displays
Dual Coms VHF 4000
DME, NAV 4000
WX Radar Collins RTA 800 
NAVs, VHF 4000
ADF, NAV 4000
TCAS Collins TCAS II-4000 (Software 7.1 Upgrade)
Transponder, Dual Collins TDR 94D, ADSB Out Done Per Cessna SB
FMS System, Collins FMS 3000 w/Garmin 500W
WAAS/ LPV Installed w/ SB25B-34-19 and R02 Collins-FM53000 w/4.0 Software
EGPWS, Honeywell Mark VIII
Radar Altimeter, Collins ALT-4000",
2020-05-28,Citation cj3,Turboprops,Cessna,Citation cj3,2008,1,,,,,"General
Surveillance: Enhanced
Navigation

NAV: 2 COL NAV 4000
ADF: COL Proline 21
EFIS: COL Proline 21 3 Tube
FMS: COL FMS 3000
Auto Pilot: COL Proline 21

Data

ALT: COL ALT 4000
DME: 2 COL DME 4000
GPS: Yes
CVR: FA 2100
Moving Map: Avvisor
WAAS: Yes/LPV
ADC: Dual

Communications

SATCOM: ST 3100 Iridium
COMM: 2 COL VHF 4000
HFCOMM: COL HF 9000 PROV

Traffic

TCAS System Name: COL 4000 w/ Change 7.1
Version: False
TCAS Type: II
Transponder: 2 COL TDR 94
Mode: S

Terrain

TAWS: Class A
EGPWS: Hnywl MK. VIII

Weather

Radar: COL WXR 800 
Stormscope: BFG WX 1000E",
2020-05-28,Citation cj3,Turboprops,Cessna,Citation cj3,2007,4,,,,,"Navigation

NAV: COL NAV
4000/4500

ADF: COL ANT 462A
EFIS: COL PRO Line
21 3 Tube

FMS: COL FMC
3000/Garmin 500


Data

ALT: COL ALT 4000

DME: 2 COL DME 4000

GPS: Garmin GPS
500
CVR: Fairchild L3 FA2100



WAAS: Yes/LPV
ADC: 2 COL ADC 3000

FDR: L3 COMM FA2100

Windshear: True

Communications

COMM: 2 COL VHF 4000

AFIS: COL FSU 5010
HFCOMM: COL HF 9000

Traffic

TCAS System Name: COL TTR 4000
TCAS Type: II w/ 7.1

Transponder: 2 COL TDR 94D
Mode: S

Terrain

TAWS: Class A
EGPWS: HNYWL Mark
VIII


Weather
Radar: COL RTA 800
Color",3350000.0
2020-05-28,Citation cj3,Turboprops,Cessna,Citation cj3,2007,2,,,,,"Collins Pro Line Fusion Avionics Suite
ADS-B out Compliant 
Three (3) AFD-3700 Touch Screen Adaptive Displays
Synthetic Vision
Mobile Enablement (wireless loading of flight plans)
Electronic Checklists
APM-5000 Aircraft Personality Module
ACP-4110/4130 Audio Control Panel
CCP-3500 Display Control Panels
Two (2) SKP-3500 Single Knob Panels
Collins TTR-4000 TCAS II w/ Change 7.1
Honeywell Mk VIII Enhanced Ground Proximity Warning System


Two (2) GPS-4000S Global Positioning System (WAAS and LPV Capable)
Two (2) VHF-4000 VHF Communications Radios
Two (2) TDR-94D Transponders
VHF-4000 VHF Datalink (Hardware is CPDLC ready)
RTA-800 Weather Radar
ALT-4000 Radio Altimeter
DME-4000 Distance Measuring Equipment
NAV-4000 NAV Receiver w/ ADF
Collins HF-9000 High Frequency Communications
Jeppesen Electronic Charts
XM Weather Receiver",
2020-05-28,Citation cj3,Turboprops,Cessna,Citation cj3,2005,4,,,,,"Repainted in 2011 
 Matterhorn White w/ Imron 5000 Metallics 

Silver & Iowa Mold Blue Stripes",3495000.0
2020-05-28,Citation cj3,Turboprops,Cessna,Citation cj3,2006,5,,,,,"Collins Pro Line 21 3-Screen EFIS
Collins FMS-3000
Garmin GPS-500 (2nd FMS)
Dual Collins VHF-4000
Dual Collins NAV-4500
Dual Collins AHC-3000 AHRS
Dual Collins ADC-3000 Air Data Computers
Collins Pro Line 21 FGS - 3 axis Autopilot & FD 


Dual Collins TDR 94D Mode S Transponders
Collins Alt-4000 Radio Altimeter
Collins DME-4000
WXR-800 Weather Radar
XM WX Satellite Weather (US Subscription)
GPS-4000S with WAAS/LPV upgrade
ADS-B Compliant",
2020-05-28,Citation cj2,Turboprops,Cessna,Citation cj2,2009,3,,,,,"Collins Pro Line 21 EFIS Flight Deck 
 DME 
 ADF 
 Dual
Radio Tuning Units (RTUs) 
 Dual TDR-94D Mode S Diversity Transponders

 Artex C406-N ELT (Three Frequency) 
 Collins ALT-4000 Radio
Altimeter 
 Collins TCAS-4000 (TCAS II) 
 ADS-B Out 




 Dual
Collins FMS-3000 with GPS 
 Collins WX-1000E Stormscope 
 Honeywell
Mark VIII EGPWS 
 Collins HF-9000 Provisions 
 FA2100 CVR 

Collins DBU-500 Dataloader 
 Collins GPS-4000A GPS/WAAS 
 CMS-400
Audio Checklist",
2020-05-28,Citation cj2,Turboprops,Cessna,Citation cj2,2010,1,,,,,"Collins Pro Line 21 Integrated Avionics
Pro Line 21 CNS Radios
Dual Pro Line 21 COM & NAV
Single Pro Line 21 DME
Dual Pro Line 21 RTU
FMS-3000 w/ GPS
Single Collins WAAS GPS-4000S


Three frequency ELT
Single Pro Line ADF
Garmin GPS 500
Collins TWP-850 Weather Radar
WX-1000E Storm Scope
Landmark TAWS
SkyWatch HP TCAS I",
2020-05-28,Citation cj3,Turboprops,Cessna,Citation cj3,2005,,,,,,,
2020-05-28,Citation cj3,Turboprops,Cessna,Citation cj3,2004,1,,,,,"Collins Pro Line Fusion Avionics 
Three (3) AFD-3700 Touch Screen Adaptive Displays 
APM-5000 Aircraft Personality Module 
ACP-4110/4130 Audio Control Panel 
CCP-3500 Display Control Panels 
Two (2) SKP-3500 Single Knob Panels 
DME-4000 Distance Measuring Equipment 
Two (2) GPS-4000S Global Positioning System 
NAV-4000 NAV Receiver w/ ADF 


TDR-94D Transponders 
VHF-4000 VHF Voice / Data Transceiver 
SkyWatch TRC-899 TCAS 
XM Weather Receiver 
TAWS8000 Terrain Alerting & Awareness 
RTA-800 Weather Radar 
ALT-4000 Radio Altimeter 
WX-1000E Stormscope",
2020-05-28,Citation cj2,Turboprops,Cessna,Citation cj2,2007,3,,,,,"Collins Proline 21 Avionics Suite 
 Dual VHF-4000 
 Dual NAV-4500

 Dual FMS-3000 
 Honeywell Mark VII EGPWS 
 L-3 Goodrich
WX-1000E 
 SkyWatch HP TRC-899 - TCAS I 
 Dual Collins TDR-94D Mode S
Transponder 
 Collins WXR-800 




ADF-4000 
 Dual Collins DME-4000 
 Collins ALT-4000 
 CVR
Provisions 
 Artex C406-N ELT 
 WAAS/LPV 
 XM Weather 

Dual GPS 4000-A",2895000.0
2020-05-28,Citation cj2,Turboprops,Cessna,Citation cj2,2008,4,,,,,"Aero Mobile Station License Valid up to 30- Nov-2022
Radio Communication Transmitters

S/N Item Mfrs. Type 1 VHF (Main & 1 standby) 
Rockwell Collins VHF 4000 2 HF (Main) Rockwell 
Collins HF 9031A

Radio Communication Receivers

VHF (Main & 1 standby) Rockwell Collins VHF 4000
HF (Main) Rockwell Collins HF 9031A

Radio Navigation Apparatus

ADF Rockwell Collins NAV 4000
Localiser Rockwell Collins NAV 4000
VOR Rockwell Collins NAV 4000
Glide Path Receiver Rockwell Collins NAV 4000
Marker Receiver Rockwell Collins NAV 4000
Localiser Rockwell Collins NAV 4500
VOR Rockwell Collins NAV 4500
Glide Path Receiver Rockwell Collins NAV 4500
Marker Receiver Rockwell Collins NAV 4500
DME Interrogator Rockwell Collins DME 4000
Weather Radar Rockwell Collins HF RTA-800
Radio Altimeter Rockwell Collins ALT 4000
TCAS Rockwell Collins TTR 4000
GPS Rockwell Collins GPS 4000A
ELT Artex C406-N
ATC Transponder (Dual) Rockwell Collins TDR-94D
CVR L3 USA FA 2100


EGPWS Honeywell MK VII",2850000.0
2020-05-28,Citation cj2,Turboprops,Cessna,Citation cj2,2008,2,,,,,"Collins Pro Line 21 Flight Deck with Three Screens
Garmin GPS-500
Collins Pro Line 21 Integrated Flight Control System
Dual Collins Comm-4000
Dual Collins Nav-4500
Collins FMS-3000 with GPS
Collins DME-4000
Collins ADC-3000 Air Data Computer
Collins ALT-4000 Radar Altimeter
Collins TCAS-4000 TCAS II
XM Weather
Jeppesen Electronic Charts
Honeywell Mark VIII EGPWS
Collins RTA-800 Color Weather Radar",
2020-05-28,Citation cj2,Turboprops,Cessna,Citation cj2,2008,1,,,,,"Navigation 


ADF: Yes
FMS: Dual

Data

GPS: Dual w/ WAAS
CVR: L3 FA 2100
WAAS: Yes

Communications
SATCOM: Aircell ST 3100 Iridium
Traffic

TCAS System Name: Yes
TCAS Type: II

Terrain

TAWS: Landmark 8000
EGPWS: HNYWL MK V",3495000.0
2020-05-28,Citation cj2,Turboprops,Cessna,Citation cj2,2005,2,,,,,"Collins Pro Line 21  




 Three 8"" x 10"" Active Matrix Liquid
Crystal Displays 
 Flight Guidance System (FGS) 
 Garmin GPS-500

 Collins FMS-3000 
 Dual Collins NAV-4500 
 Dual Collins
VHF-4000 COM 
 Collins DME-4000 
 Dual Collins RTU Units 

Cockpit Voice Recorder FA2100 
 Collins CCP-3000 Cursor Control Panel

 Artex C406-N Triple Frequency ELT 
 Collins MDC-3100 Maintenance
Data Computer 




 Full Authority Digital Engine Control 
 Collins
WXR-800 Color Weather Radar 
 Dual Flight Directors 
 Dual AHC-3000
AHRS 
 Dual ADC-3000 Air Data Computers 
 Honeywell Mark VII Enhanced
GPWS 
 Collins IFIS-5000 w/ XM WX Capability 
 Dual Collins TDR-94
Mode S Transponders 
 L3 Communication TCAS I SkyWatch 
 Dual
RTU-4200 Radio Tuning Units 
 Collins ALT-4000 Radio Altimeter 
 Dual
Collins Audio Control Panels",
2020-05-28,Citation cj2,Turboprops,Cessna,Citation cj2,2006,3,,,,,"Standard Collins ProLine 21 Configuration
FMS1 Collins FMS-3000 WAAS
FMS2 Garmin GPS-500
Honeywell Mark VIII EGPWS
Collins IFIS-5000
HF Radio Provisions (HF9000)


Collins DME-4000
Collins ALT-4000 RA
Collins RTA-800 Weather Radar
Collins TDR-94(D) Mode S XPDR with ADS-B
Artex 406 ELT Skywatch TCAS I
L3 CVR",2990000.0
2020-05-28,Citation cj2,Turboprops,Cessna,Citation cj2,2006,2,,,,,"This Cessna Citation CJ2 is equipped with an integrated, Collins Pro Line 21 avionics suite. A general summary of this aircraftâ€™s avionics suite is as follows:


EFIS (Electronic Flight Instrument System): 3-Screen	Collins Pro Line 21 

ADC (Air Data Computer):	Dual	Collins ADC 3000

FMS (Flight Management System):	Dual	Collins FMC 3000

AHRS (Attitude and Heading Reference System):	Dual	Collins AHC 3000

GPS (Global Positioning System):	Triple	Collins GPS 4000S (Dual) & Garmin GPS 400 (VFR Only)

NAV (Navigation Radio):	Dual	Collins NAV 4000 w/FM Immunity

DME (Distance Measuring Equipment):	Single	Collins DME 4000

AP (Auto Pilot):	Dual	Collins FGC 3000

VHF COM (Very High Freq. Communications):	Dual 	Collins VHF 4000 w/8.33-kHz Spacing

WRADAR (Weather Radar):	Single 	Collins RTA 800

RADIO ALT (Radio Altimeter):	Single 	Collins ALT 4000

XPNDR (Transponder):	Dual	Collins TDR-94D â€“ Mode S 

GPWS (Ground Proximity Warning System):	Single	Honeywell Mark VIII

TCAS (Traffic Collision Avoidance System):	Single	L3 Communications TRC-899A

ELT (Emergency Locator Transmitter):	Single	Artex C406-N

EGPWS (Enhanced Ground Prox. Warning System): 	Single	Honeywell Mark VIII

XMWX (XM Weather): 	Single	XMWR-1000

DBU (Database Unit): 	Single	Collins DBU-5000

LDS (Lighting Detection System):	Single	L3 Communications WX-1000E

CVR (Cockpit Voice Recorder):	Single 	Provisions Only",
2020-05-28,Citation cj2,Turboprops,Cessna,Citation cj2,2004,2,,,,,"Navigation

NAV: 2 Garmin GNS 530
EFIS: 3 Tube
FMS: Univeral UNS 1L

Data
GPS: 2 Garmin 530Collins Pro Line 21",2580000.0
2020-05-28,Citation cj2,Turboprops,Cessna,Citation cj2,2004,4,,,,,"EFIS (Electronic Flight Instrument System): 3-Tube Collins Proline 21

 GPS (Global Positioning System): Dual Garmin GNS-530 
 FMS (Flight
Management System): Single Universal UNS-1L w/ GPS 
 DME (Distance
Measuring Equipment): Single Honeywell KN-63 
 ADF (Automatic Direction
Finder): Single Honeywell KR-87 
 COMMS (Communication Radios): Dual Dual
Garmin GNS-530 
 NAV (Navigation Radios): Dual Garmin 530 
 HF COM (High Frequency Communication): Single King
KHF-950 
Weather: Single Collins RTA 800 
 EGPWS (Enhanced Ground Proximity
Warning System): Single Honeywell Mark VIII 
 XPNDR (Transponder): Dual
Bendix King MST 67A 
 ELT (Emergency Locator Transmitter): Single Artex
C-406-2 
 TCAS (Traffic Collision Avoidance System): Single King TPU-67A
TCAS II 
 CVR (Cockpit Voice Recorder): Single L3 FA 2100 

Certifications: Single RVSM",
2020-05-28,Citation cj2,Turboprops,Cessna,Citation cj2,2004,6,,,,,"EFIS (Electronic Flight Instrument System): 2-Tube Collins Proline 21

 GPS (Global Positioning System): Dual Garmin GNS-530A 
 FMS (Flight
Management System): Single Universal UNS-1L w/ GPS 
 DME (Distance
Measuring Equipment): Single King KN-63 
 ADF (Automatic Direction
Finder): Single King KR-87 
 COMMS (Communication Radios): Dual Garmin
GNS-530A w/ 8.33 kHz Spacing 
 HF COM (High Frequency Communication):
Single King KHF-950 
Weather: Single Collins RTA-800 
 NAV (Navigation Radios): Dual Garmin 530A w/ FM
Immunity 
 EGPWS (Enhanced Ground Proximity
Warning System): Single Honeywell Mark VIII 
 XPNDR (Transponder): Dual
Garmin 330D Enhanced Mode S 
 ELT (Emergency Locator Transmitter): Single
Artex C406-2 
 TCAS (Traffic Collision Avoidance System): Single SkyWatch
HP TCAS I 
 CVR (Cockpit Voice Recorder): Single L3 FA 2100 

Certifications: Single RVSM",
2020-05-28,Citation cj2,Turboprops,Cessna,Citation cj2,2007,1,,,,,"Collins Pro Line 21 / Garmin Avionics Package


EFIS: 			Collins Pro Line 21 w/ AFD-3010 3-tube

Flight Director: 		Collins Pro Line 21

Autopilot: 			Collins FGC-300

Comm/Radios: 		Dual Collins VHF-4000 w/ 8.33 kHz spacing

Navigation Radios: 	Dual Collins NAV-4500

Transponder: 		Dual Collins TDR 94D Mode S Transponder

GPS: 			Garmin GNS-500

FMS: 			Collins FMS-3000

Weather Radar: 		Collins WXR-800 and XM Weather

TAWS: 			Honeywell Mark V EGPWS

TCAS: 			TCAS-II

DME: 			Collins 4000

Compass: 			Dual Collins AHC-3000 AHRS

ADC: 			Dual Collins ADC-3000

Radar Altimeter: 	Collins ALT-4000

ADS-B Out: Garmin GDL 88 WAAS

Charts: 			Jeppesen Electronic",2675000.0
2020-05-28,Citation cj2,Turboprops,Cessna,Citation cj2,2002,4,,,,,"3-Tube Collins Pro-Line 21 EFIS
Dual Garmin GTN-750 COM/NAV/WAAS GPS w/ JetTech STC w/ Shadin Fuel Computer and Fully Coupled LPV Approach
Garmin GDL-69 XM Satellite Data Link
Rockwell Collins ADC-3000 Autopilot
Garmin GMA35C Remote Bluetooth Audio Panel
Honeywell Mark VIII EGPWS
Rockwell Collins ALT-55 Radio Altimeter
L3 FA2100 Cockpit Voice Recorder


AOA Indexer - Pilots Angle of Attack Indicator
Garmin GTX-345 ADS-B In/Out Remote Transponder
Garmin GTX-335 ADS-B Out Transponder
Skywatch HP TRC-899 TCAS I
Rockwell Collins RTA-800 Weather Radar
Aircell ST3100 SATCOM
Airtex 110-4 ELT
Safe Flight N1 Computer
Cockpit Speaker Mute Switch
HF Radio Provision Option",
2020-05-28,Citation cj2,Turboprops,Cessna,Citation cj2,2003,4,,,,,"EFIS (Electronic Flight Instrument System): 3-tube Collins Proline 21
GPS (Global Positioning System): Triple UNS-1L & 2 Garmin GNS 530AW GPS Units
FMS (Flight Management System): Single Universal UNS-1L w/ DTU
NAV/COMMs (Navigation / Radio): Dual Garmin GNS-530(A)W
ADC (Air Data Computer): Dual Collins ADC-3000
DME (Distance Measuring Equipment): Single Honeywell KN-63
ADF (Automatic Direction Finder): Single Honeywell KR-87
MKR (Marker Beacon): Single Honeywell KMR-675
A/P (Autopilot): Single Collins Proline 21
HF COM: Single Honeywell KHF-950
Weather Radar: Single Collins RTA 800 Color
Radar ALT (Radar Altimeter): Single Collins ALT 55
Stormscope: Single WX-500 Stormscope
XPNDR (Transponder): Dual Garmin GTX-330(D) es
GPWS (Ground Proximity Warning System): Single Honeywell Mark VIII
AHRS (Attitude Heading Reference System): Dual Collins AHC-3000
TCAS (Traffic Collision Avoidance System): Single Goodrich SkyWatch HP TRC-899 (TCAS 1)
CVR (Cockpit Voice Recorder): Single Fairchild L3 Loral A200S",
